StudentID,CoursesWithPrereqsFulfilled,CoursesWithoutPrereqs,TotalMultipleORReqs,GradeAverage
STNR005820,14,8,2,4.761904761904762
STNR005821,4,4,0,9.0
STNR005822,2,1,0,9.5
STNR005823,19,5,6,4.363636363636363
STNR005824,3,1,0,11.333333333333334
STNR005825,3,0,0,11.0
STNR005826,5,0,0,3.0
STNR005827,18,5,4,5.285714285714286
STNR005828,15,5,2,8.277777777777779
STNR005829,9,13,1,4.833333333333333
STNR005830,11,14,2,6.208333333333333
STNR005831,12,12,1,7.318181818181818
STNR005832,10,16,2,6.0
STNR005833,10,18,1,6.925925925925926
STNR005834,6,3,0,8.25
STNR005835,5,3,0,10.571428571428571
STNR005836,13,4,0,9.8
STNR005837,25,11,1,5.352941176470588
STNR005838,12,18,0,6.827586206896552
STNR005839,12,18,2,5.571428571428571
STNR005840,14,10,1,5.818181818181818
STNR005841,14,8,1,5.8
STNR005842,12,22,0,5.9375
STNR005843,16,16,2,5.354838709677419
STNR005844,13,26,1,4.75
STNR005846,7,3,0,10.6
STNR005847,10,0,0,2.75
STNR005848,4,0,0,
STNR005849,9,0,0,-3.0
STNR005850,8,0,0,
STNR005851,4,0,0,
STNR005852,7,0,0,
STNR005853,10,1,0,1.0
STNR005854,17,1,0,4.2
STNR005855,7,1,0,2.6666666666666665
STNR005856,11,0,0,4.0
STNR005857,3,0,0,
STNR005858,3,0,0,
STNR005859,5,0,0,1.0
STNR005860,3,0,0,
STNR005861,3,0,0,
STNR005862,12,13,0,4.875
STNR005863,3,0,0,
STNR005864,4,0,0,
STNR005865,4,0,0,2.0
STNR005866,6,2,0,-2.0
STNR005867,12,5,0,7.928571428571429
STNR005868,9,0,0,11.0
STNR005869,1,0,0,
STNR005870,3,0,0,
STNR005871,10,0,0,6.142857142857143
STNR005872,11,0,0,7.5
STNR005873,6,0,0,5.25
STNR005874,10,0,0,8.2
STNR005875,4,0,0,
STNR005876,11,0,0,7.142857142857143
STNR005877,11,0,0,5.5
STNR005878,4,0,0,
STNR005879,9,0,0,2.75
STNR005880,10,0,0,7.857142857142857
STNR005881,5,0,0,3.75
STNR005882,9,0,0,7.75
STNR005883,9,0,0,0.0
STNR005884,13,0,0,2.0
STNR005885,13,0,0,1.9
STNR005886,8,0,0,
STNR005887,4,0,0,
STNR005888,10,0,0,2.0
STNR005889,10,0,0,1.0
STNR005890,10,0,0,9.571428571428571
STNR005891,9,0,0,1.0
STNR005892,5,0,0,6.0
STNR005893,5,0,0,5.25
STNR005894,5,0,0,5.25
STNR005895,5,0,0,8.25
STNR005896,5,0,0,
STNR005897,4,0,0,
STNR005898,12,3,0,3.9
STNR005899,6,2,0,3.2857142857142856
STNR005900,5,5,0,6.375
STNR005901,1,1,0,7.0
STNR005902,4,5,0,
STNR005903,3,3,0,4.2
STNR005904,1,1,0,10.0
STNR005905,9,5,0,6.888888888888889
STNR005907,4,4,2,9.125
STNR005908,3,1,0,9.0
STNR005909,11,7,0,2.090909090909091
STNR005910,8,1,0,9.0
STNR005911,7,2,0,11.666666666666666
STNR005912,12,6,0,7.5
STNR005913,3,0,0,10.666666666666666
STNR005914,4,0,0,7.0
STNR005915,3,1,0,9.666666666666666
STNR005916,17,7,3,5.045454545454546
STNR005917,22,7,3,4.962962962962963
STNR005918,14,7,1,5.666666666666667
STNR005919,20,8,3,5.166666666666667
STNR005920,16,6,2,6.8
STNR005921,18,9,1,3.7083333333333335
STNR005922,12,7,0,6.588235294117647
STNR005923,17,7,1,2.9523809523809526
STNR005924,20,12,1,1.8928571428571428
STNR005925,17,8,2,5.181818181818182
STNR005926,2,3,0,5.2
STNR005927,18,5,1,7.388888888888889
STNR005928,15,5,1,8.263157894736842
STNR005929,5,4,0,7.857142857142857
STNR005930,9,8,0,9.133333333333333
STNR005931,22,6,1,7.04
STNR005932,7,3,0,4.777777777777778
STNR005935,2,0,0,
STNR005937,10,3,0,7.181818181818182
STNR005938,14,7,2,7.947368421052632
STNR005940,1,0,0,10.0
STNR005941,2,0,0,10.0
STNR005942,19,11,3,3.3636363636363638
STNR005943,15,9,2,3.0869565217391304
STNR005944,24,6,3,6.666666666666667
STNR005945,12,13,2,5.111111111111111
STNR005946,8,15,0,2.736842105263158
STNR005947,8,2,0,8.88888888888889
STNR005948,3,0,0,3.5
STNR005949,4,0,0,6.333333333333333
STNR005950,21,5,2,10.12
STNR005951,23,6,2,4.095238095238095
STNR005952,3,1,0,
STNR005953,20,6,1,6.083333333333333
STNR005954,20,5,2,6.5
STNR005955,21,6,2,6.476190476190476
STNR005956,7,1,0,8.2
STNR005957,5,1,0,7.6
STNR005958,9,4,1,7.818181818181818
STNR005959,2,5,0,10.5
STNR005960,1,3,0,4.0
STNR005961,1,0,0,10.0
STNR005962,3,3,0,9.8
STNR005963,7,0,0,8.0
STNR005964,8,3,0,7.363636363636363
STNR005965,7,2,0,5.4
STNR005966,4,1,0,4.8
STNR005967,3,0,0,
STNR005968,4,1,0,1.2
STNR005969,5,1,0,2.8333333333333335
STNR005970,12,4,0,3.4615384615384617
STNR005971,3,1,0,5.333333333333333
STNR005972,8,2,0,1.2
STNR005973,9,3,0,4.909090909090909
STNR005974,7,3,0,7.444444444444445
STNR005975,7,3,0,8.222222222222221
STNR005976,6,3,0,10.625
STNR005977,5,3,0,7.857142857142857
STNR005978,10,14,0,0.0
STNR005979,2,2,0,5.0
STNR005980,15,5,3,8.588235294117647
STNR005981,7,4,0,9.714285714285714
STNR005982,14,5,2,6.0
STNR005983,15,8,3,10.136363636363637
STNR005984,15,8,3,7.681818181818182
STNR005985,20,11,4,3.0
STNR005986,15,8,3,10.5
STNR005987,14,8,3,6.8
STNR005988,14,10,3,5.956521739130435
STNR005989,15,8,3,11.545454545454545
STNR005990,16,9,3,8.458333333333334
STNR005991,3,6,1,2.5
STNR005992,1,0,0,12.0
STNR005993,2,0,0,12.0
STNR005994,1,0,0,10.0
STNR005995,6,16,0,5.333333333333333
STNR005996,2,0,0,12.0
STNR005997,7,13,0,4.705882352941177
STNR005998,9,11,0,8.833333333333334
STNR005999,26,7,1,4.130434782608695
STNR006000,16,4,1,5.333333333333333
STNR006001,19,8,1,3.8333333333333335
STNR006002,17,7,1,4.842105263157895
STNR006003,14,6,1,5.555555555555555
STNR006004,14,7,1,3.8823529411764706
STNR006005,5,5,0,4.75
STNR006006,11,21,0,5.962962962962963
STNR006007,10,4,1,6.888888888888889
STNR006008,12,11,2,6.695652173913044
STNR006009,14,17,0,9.148148148148149
STNR006010,1,8,0,6.125
STNR006011,1,11,0,8.181818181818182
STNR006012,2,5,0,-3.0
STNR006013,1,10,0,10.5
STNR006014,2,3,0,11.6
STNR006015,2,4,0,8.333333333333334
STNR006016,4,9,0,-0.5
STNR006017,10,7,0,7.642857142857143
STNR006018,9,5,1,9.454545454545455
STNR006019,6,4,1,10.555555555555555
STNR006020,5,6,0,8.1
STNR006021,9,7,0,10.933333333333334
STNR006022,10,4,0,8.833333333333334
STNR006023,7,3,0,3.3333333333333335
STNR006024,6,5,0,9.2
STNR006025,0,1,0,7.0
STNR006026,7,12,0,7.0588235294117645
STNR006027,5,9,1,9.5
STNR006030,3,2,0,9.0
STNR006031,4,5,0,9.285714285714286
STNR006032,1,0,0,12.0
STNR006033,1,0,0,12.0
STNR006034,2,0,0,12.0
STNR006035,1,1,0,9.5
STNR006036,1,0,0,4.0
STNR006037,1,0,0,10.0
STNR006038,1,0,0,12.0
STNR006039,2,6,0,10.0
STNR006040,1,3,0,10.25
STNR006041,3,6,0,7.0
STNR006042,2,1,0,11.333333333333334
STNR006043,1,1,0,10.0
STNR006044,5,6,0,10.0
STNR006045,3,3,0,7.0
STNR006046,8,18,0,9.217391304347826
STNR006047,2,6,0,6.0
STNR006048,6,4,0,10.9
STNR006049,3,4,0,7.0
STNR006050,5,9,0,7.3076923076923075
STNR006051,6,10,0,8.466666666666667
STNR006052,2,2,0,9.0
STNR006053,2,0,0,
STNR006054,2,1,0,6.333333333333333
STNR006055,3,3,0,7.0
STNR006056,3,2,0,6.5
STNR006057,3,14,0,6.6
STNR006058,4,10,0,6.416666666666667
STNR006059,4,12,0,5.125
STNR006060,4,12,0,11.375
STNR006061,1,5,0,9.2
STNR006062,3,5,0,10.125
STNR006063,6,11,0,10.6
STNR006064,6,10,0,9.3125
STNR006065,2,1,0,12.0
STNR006066,3,11,0,9.214285714285714
STNR006067,3,5,0,7.0
STNR006068,2,0,0,12.0
STNR006069,3,8,0,9.75
STNR006070,6,11,0,8.0625
STNR006071,2,2,0,9.75
STNR006072,3,5,0,11.166666666666666
STNR006073,2,0,0,8.5
STNR006074,4,1,0,11.333333333333334
STNR006075,2,9,0,9.555555555555555
STNR006076,1,4,0,5.5
STNR006077,1,3,0,10.0
STNR006079,4,4,0,7.625
STNR006080,3,2,0,8.8
STNR006081,4,9,0,11.75
STNR006082,4,4,0,11.6
STNR006083,3,0,0,11.333333333333334
STNR006084,5,3,0,6.75
STNR006085,2,1,0,10.666666666666666
STNR006086,4,4,0,8.625
STNR006087,7,12,0,4.529411764705882
STNR006088,1,8,0,10.625
STNR006089,3,4,0,8.142857142857142
STNR006090,3,8,0,10.9
STNR006091,3,9,0,9.0
STNR006092,2,2,0,10.25
STNR006093,3,0,0,6.0
STNR006094,2,7,0,8.11111111111111
STNR006095,5,1,1,5.75
STNR006096,4,13,0,9.23076923076923
STNR006097,1,8,0,
STNR006098,0,7,0,
STNR006099,1,4,0,4.0
STNR006100,3,14,0,7.764705882352941
STNR006101,3,21,0,9.75
STNR006102,1,8,0,1.6
STNR006103,2,7,0,3.75
STNR006104,5,11,0,11.384615384615385
STNR006105,2,9,0,6.4
STNR006106,0,3,0,8.666666666666666
STNR006107,1,9,0,9.11111111111111
STNR006130,3,9,0,4.2
STNR006131,1,9,0,4.571428571428571
STNR006132,1,8,0,7.0
STNR006133,2,7,0,11.0
STNR006134,1,11,0,8.6
STNR006135,3,1,0,10.0
STNR006136,4,14,0,8.133333333333333
STNR006137,3,6,0,8.5
STNR006138,11,12,1,6.454545454545454
STNR006139,8,13,0,6.555555555555555
STNR006140,2,12,0,5.0
STNR006141,6,4,0,8.5
STNR006142,7,6,0,6.625
STNR006143,0,11,0,9.363636363636363
STNR006144,2,6,0,8.75
STNR006145,3,13,0,7.125
STNR006146,3,6,0,9.625
STNR006147,11,12,1,7.136363636363637
STNR006148,3,12,0,9.76923076923077
STNR006149,3,11,0,8.363636363636363
STNR006150,3,11,0,8.0
STNR006151,1,5,0,6.75
STNR006152,11,18,0,10.038461538461538
STNR006154,2,7,0,6.142857142857143
STNR006155,1,5,0,10.2
STNR006156,0,3,0,7.666666666666667
STNR006157,2,4,0,9.2
STNR006158,1,9,0,10.25
STNR006159,5,17,1,4.785714285714286
STNR006160,6,14,0,5.8
STNR006161,2,3,0,
STNR006162,6,15,0,9.35
STNR006163,6,14,0,7.315789473684211
STNR006164,5,18,0,5.238095238095238
STNR006165,6,15,1,8.277777777777779
STNR006166,6,9,0,4.0
STNR006167,5,15,0,9.333333333333334
STNR006168,5,17,0,7.375
STNR006169,6,15,0,6.875
STNR006170,4,8,0,6.2727272727272725
STNR006171,5,11,0,3.5384615384615383
STNR006172,6,15,0,4.5
STNR006173,5,15,0,9.736842105263158
STNR006174,11,16,0,5.769230769230769
STNR006175,6,2,0,3.5
STNR006176,6,15,0,8.7
STNR006177,3,7,0,2.6666666666666665
STNR006178,4,9,0,5.6
STNR006179,4,14,0,3.0
STNR006180,11,17,0,7.055555555555555
STNR006181,9,16,2,8.090909090909092
STNR006182,10,23,2,5.038461538461538
STNR006183,9,17,0,6.6
STNR006184,11,21,3,5.0
STNR006185,2,3,0,
STNR006186,9,17,0,4.083333333333333
STNR006187,7,21,0,7.0
STNR006188,7,16,1,6.7
STNR006189,8,18,1,5.833333333333333
STNR006190,11,14,3,6.913043478260869
STNR006191,8,18,0,10.347826086956522
STNR006192,4,11,0,6.0
STNR006193,8,15,1,9.3
STNR006194,10,16,1,8.478260869565217
STNR006195,14,16,1,7.2592592592592595
STNR006196,10,14,3,6.173913043478261
STNR006197,6,18,1,9.181818181818182
STNR006198,7,21,1,6.1923076923076925
STNR006199,10,21,1,7.24
STNR006200,13,17,1,9.653846153846153
STNR006201,4,6,0,7.6
STNR006202,4,3,0,4.6
STNR006203,17,19,2,5.851851851851852
STNR006204,12,18,0,8.74074074074074
STNR006205,13,21,1,6.758620689655173
STNR006206,6,6,0,2.888888888888889
STNR006207,5,4,0,3.6666666666666665
STNR006208,5,5,0,4.9
STNR006209,5,5,0,2.125
STNR006210,4,5,0,8.444444444444445
STNR006211,5,6,0,4.090909090909091
STNR006212,4,3,0,3.5
STNR006213,7,3,0,9.88888888888889
STNR006214,5,5,0,4.222222222222222
STNR006215,5,5,0,4.571428571428571
STNR006216,5,6,0,8.333333333333334
STNR006217,5,6,0,3.8181818181818183
STNR006218,6,5,0,10.7
STNR006219,2,1,0,10.666666666666666
STNR006220,4,6,0,6.5
STNR006221,5,6,0,6.181818181818182
STNR006222,5,6,0,6.454545454545454
STNR006223,5,5,0,10.2
STNR006224,5,5,0,10.4
STNR006225,4,5,0,6.25
STNR006226,4,5,0,8.222222222222221
STNR006227,6,5,0,4.636363636363637
STNR006228,5,5,0,3.7
STNR006229,5,5,0,3.0
STNR006230,5,5,0,9.5
STNR006231,5,5,0,0.75
STNR006232,5,5,0,2.0
STNR006233,5,5,0,6.5
STNR006234,4,1,0,-0.6666666666666666
STNR006235,5,5,0,2.4
STNR006236,8,6,0,1.4166666666666667
STNR006237,1,5,0,4.333333333333333
STNR006238,0,3,0,
STNR006239,2,11,0,1.0
STNR006240,0,5,0,10.2
STNR006241,1,3,0,3.6666666666666665
STNR006242,1,6,0,5.5
STNR006243,9,7,1,9.25
STNR006244,2,1,0,0.0
STNR006245,8,4,1,8.25
STNR006246,9,4,1,7.461538461538462
STNR006247,12,6,0,4.625
STNR006248,9,3,1,0.0
STNR006249,9,4,1,10.76923076923077
STNR006250,5,3,0,7.0
STNR006251,9,4,1,8.384615384615385
STNR006252,9,4,1,3.1818181818181817
STNR006253,14,7,4,4.1
STNR006254,5,12,1,4.0
STNR006255,9,5,1,8.0
STNR006256,10,12,0,5.0
STNR006257,6,13,1,6.7368421052631575
STNR006258,16,13,2,3.642857142857143
STNR006259,10,7,2,3.5625
STNR006260,9,12,1,5.904761904761905
STNR006261,9,10,1,9.777777777777779
STNR006262,10,10,1,4.5
STNR006263,18,16,5,10.03125
STNR006264,10,19,1,7.037037037037037
STNR006265,11,10,1,2.4615384615384617
STNR006266,14,14,1,7.481481481481482
STNR006267,16,17,2,5.645161290322581
STNR006268,8,7,1,2.2222222222222223
STNR006269,19,18,2,4.388888888888889
STNR006270,12,12,1,9.304347826086957
STNR006271,5,19,0,9.521739130434783
STNR006272,6,23,0,7.962962962962963
STNR006273,5,15,0,8.866666666666667
STNR006274,9,18,2,7.0
STNR006275,5,8,0,7.0
STNR006276,6,12,0,7.823529411764706
STNR006277,5,12,0,8.076923076923077
STNR006278,1,7,0,9.571428571428571
STNR006279,0,3,0,
STNR006280,2,17,0,4.526315789473684
STNR006281,0,3,0,
STNR006282,1,10,0,8.555555555555555
STNR006283,3,9,0,10.727272727272727
STNR006284,1,3,0,9.0
STNR006285,0,5,0,
STNR006286,2,12,0,10.571428571428571
STNR006287,3,14,0,8.1875
STNR006288,2,16,0,6.0
STNR006289,3,13,0,7.142857142857143
STNR006290,0,3,0,-3.0
STNR006291,2,11,0,2.6666666666666665
STNR006292,5,7,0,3.7
STNR006293,4,10,0,2.7
STNR006294,4,0,0,10.75
STNR006302,5,4,0,9.11111111111111
STNR006303,6,0,0,
STNR006304,3,1,0,-3.0
STNR006305,2,1,0,6.666666666666667
STNR006306,5,4,0,9.333333333333334
STNR006307,5,3,0,10.571428571428571
STNR006308,5,3,0,7.857142857142857
STNR006309,5,0,0,6.4
STNR006310,5,3,0,9.857142857142858
STNR006311,5,3,0,4.857142857142857
STNR006312,8,4,0,3.5
STNR006313,6,3,0,7.875
STNR006314,4,2,0,7.75
STNR006315,5,3,0,9.125
STNR006316,5,3,0,9.0
STNR006317,5,3,0,9.0
STNR006318,6,3,0,7.625
STNR006319,3,0,0,-3.0
STNR006320,2,0,0,0.0
STNR006321,5,3,0,8.142857142857142
STNR006322,5,3,0,7.285714285714286
STNR006323,6,3,0,12.0
STNR006324,5,3,0,9.285714285714286
STNR006325,5,3,0,10.142857142857142
STNR006326,6,2,0,4.0
STNR006327,5,3,0,11.714285714285714
STNR006328,7,0,0,-3.0
STNR006329,6,3,0,12.0
STNR006330,6,3,0,8.142857142857142
STNR006331,4,5,0,10.125
STNR006332,4,5,0,6.625
STNR006333,4,5,0,10.625
STNR006334,3,5,0,7.0
STNR006335,4,5,0,11.5
STNR006336,4,2,0,1.0
STNR006337,3,5,0,11.428571428571429
STNR006338,4,6,0,5.111111111111111
STNR006339,2,0,0,-3.0
STNR006340,3,5,0,8.857142857142858
STNR006341,3,5,0,8.75
STNR006342,4,5,0,8.25
STNR006343,3,5,0,9.142857142857142
STNR006344,4,5,0,6.833333333333333
STNR006345,4,4,0,8.75
STNR006346,3,4,0,4.833333333333333
STNR006347,3,5,0,8.333333333333334
STNR006348,2,0,0,2.0
STNR006349,3,5,0,9.285714285714286
STNR006350,5,0,0,7.0
STNR006351,4,0,0,-3.0
STNR006352,9,9,0,9.928571428571429
STNR006353,2,1,0,3.0
STNR006354,3,1,0,
STNR006355,2,1,0,9.666666666666666
STNR006356,2,1,0,6.0
STNR006357,3,4,0,6.0
STNR006358,4,0,0,1.0
STNR006359,8,4,0,6.5
STNR006360,7,3,0,5.75
STNR006361,5,3,0,10.571428571428571
STNR006362,5,3,0,7.0
STNR006363,4,0,0,
STNR006364,6,2,0,6.0
STNR006365,4,5,0,4.5
STNR006366,2,17,0,3.2857142857142856
STNR006368,1,9,0,8.5
STNR006369,1,12,0,8.23076923076923
STNR006370,2,2,0,10.0
STNR006371,1,7,0,-3.0
STNR006373,0,3,0,9.0
STNR006374,0,1,0,7.0
STNR006375,1,7,0,9.666666666666666
STNR006376,1,7,0,7.833333333333333
STNR006377,1,11,0,8.4
STNR006378,3,5,0,11.428571428571429
STNR006379,3,5,0,11.0
STNR006380,6,13,0,0.07692307692307693
STNR006384,1,3,0,7.75
STNR006385,1,2,0,9.0
STNR006387,7,7,0,6.25
STNR006388,3,14,0,10.3125
STNR006389,2,2,0,5.75
STNR006390,1,10,0,8.090909090909092
STNR006391,2,5,0,9.75
STNR006392,2,7,0,7.0
STNR006400,1,0,0,
STNR006401,2,0,0,8.5
STNR006402,1,1,0,
STNR006403,5,8,0,6.0
STNR006404,2,4,0,8.5
STNR006405,1,4,0,9.2
STNR006419,3,5,1,7.571428571428571
STNR006420,5,7,0,3.8
STNR006421,3,5,0,5.428571428571429
STNR006422,3,3,0,9.2
STNR006423,3,3,0,10.6
STNR006424,1,6,0,7.285714285714286
STNR006425,1,1,0,10.0
STNR006426,8,9,0,7.133333333333334
STNR006427,1,3,0,
STNR006429,2,6,0,6.571428571428571
STNR006430,2,9,0,10.7
STNR006431,3,9,0,9.363636363636363
STNR006432,2,7,0,7.222222222222222
STNR006433,1,8,0,9.5
STNR006434,1,7,0,9.428571428571429
STNR006435,0,3,0,9.0
STNR006436,0,6,0,2.6666666666666665
STNR006437,2,2,0,2.0
STNR006439,2,3,0,9.5
STNR006440,3,3,0,4.0
STNR006441,2,1,0,8.0
STNR006442,9,1,0,10.666666666666666
STNR006444,4,7,0,10.181818181818182
STNR006445,3,2,0,10.333333333333334
STNR006446,1,8,0,6.875
STNR006447,0,7,0,8.0
STNR006448,1,1,0,11.0
STNR006449,5,7,0,11.166666666666666
STNR006450,0,11,0,4.3
STNR006451,1,3,0,6.25
STNR006452,3,8,0,8.272727272727273
STNR006453,2,7,0,4.0
STNR006454,1,12,0,5.3076923076923075
STNR006455,0,7,0,3.6666666666666665
STNR006456,2,8,0,11.8
STNR006457,1,3,0,11.0
STNR006458,0,10,0,4.0
STNR006459,1,5,0,10.166666666666666
STNR006463,0,3,0,6.0
STNR006464,8,0,0,6.125
STNR006465,1,0,0,12.0
STNR006466,1,0,0,2.0
STNR006467,2,0,0,12.0
STNR006468,2,0,0,8.5
STNR006469,2,0,0,7.0
STNR006470,1,0,0,7.0
STNR006471,1,0,0,4.0
STNR006472,1,0,0,10.0
STNR006473,1,0,0,12.0
STNR006474,1,0,0,0.0
STNR006475,2,0,0,12.0
STNR006476,3,0,0,8.0
STNR006477,2,2,0,9.666666666666666
STNR006478,5,6,0,7.0
STNR006479,2,1,0,9.0
STNR006480,3,0,0,9.0
STNR006481,1,0,0,12.0
STNR006482,1,0,0,10.0
STNR006483,2,1,0,5.5
STNR006484,2,0,0,4.0
STNR006485,4,2,0,6.2
STNR006486,2,2,0,4.333333333333333
STNR006487,2,0,0,12.0
STNR006488,2,1,0,11.0
STNR006489,3,1,0,11.0
STNR006490,2,2,0,8.5
STNR006491,2,1,0,9.0
STNR006492,3,1,0,4.0
STNR006493,2,1,0,11.0
STNR006494,2,0,0,7.0
STNR006495,1,0,0,7.0
STNR006496,3,0,0,12.0
STNR006497,3,0,0,10.0
STNR006498,2,2,0,10.0
STNR006499,2,0,0,4.0
STNR006500,2,0,0,10.0
STNR006501,1,3,0,8.666666666666666
STNR006502,1,2,0,9.0
STNR006503,2,1,0,12.0
STNR006504,1,1,0,8.5
STNR006505,2,0,0,2.0
STNR006506,1,0,0,7.0
STNR006507,1,0,0,
STNR006508,1,0,0,10.0
STNR006509,3,1,0,5.5
STNR006510,10,11,1,7.85
STNR006511,10,15,0,9.695652173913043
STNR006512,10,15,0,6.190476190476191
STNR006513,12,10,2,8.25
STNR006514,4,2,0,9.0
STNR006515,6,4,0,7.0
STNR006516,4,2,0,11.2
STNR006517,7,7,1,9.076923076923077
STNR006518,15,6,1,8.35
STNR006519,2,1,0,10.666666666666666
STNR006520,4,0,0,10.666666666666666
STNR006521,3,0,0,10.0
STNR006522,14,13,0,3.15
STNR006523,4,1,0,7.75
STNR006524,7,1,0,8.857142857142858
STNR006525,13,14,2,5.75
STNR006526,3,1,0,9.666666666666666
STNR006527,4,0,0,9.0
STNR006528,17,6,1,9.4
STNR006529,17,6,1,9.2
STNR006530,17,6,1,9.75
STNR006531,4,4,0,7.333333333333333
STNR006532,3,0,0,11.0
STNR006533,3,3,0,7.4
STNR006534,1,0,0,10.0
STNR006535,1,0,0,12.0
STNR006536,1,0,0,7.0
STNR006537,4,0,0,8.5
STNR006538,1,0,0,10.0
STNR006539,4,0,0,7.333333333333333
STNR006540,1,0,0,12.0
STNR006541,1,1,0,3.0
STNR006542,1,0,0,7.0
STNR006543,1,0,0,12.0
STNR006544,2,1,0,0.0
STNR006545,1,0,0,10.0
STNR006546,1,0,0,12.0
STNR006547,1,0,0,
STNR006548,1,0,0,
STNR006549,17,6,2,4.523809523809524
STNR006550,14,6,1,7.944444444444445
STNR006551,13,5,1,8.3125
STNR006552,14,5,1,7.125
STNR006553,12,6,1,7.875
STNR006554,13,7,1,5.722222222222222
STNR006555,15,6,1,4.111111111111111
STNR006556,17,10,1,3.1176470588235294
STNR006557,12,9,1,4.2105263157894735
STNR006558,12,6,1,8.25
STNR006559,16,6,1,5.2105263157894735
STNR006560,12,5,1,8.857142857142858
STNR006561,14,6,1,5.611111111111111
STNR006562,13,8,1,7.2631578947368425
STNR006563,12,5,1,9.6
STNR006564,11,20,1,3.227272727272727
STNR006565,16,9,1,3.8
STNR006566,14,6,1,9.0
STNR006567,15,6,1,7.894736842105263
STNR006568,16,5,1,7.473684210526316
STNR006569,14,8,1,4.277777777777778
STNR006570,15,8,2,6.666666666666667
STNR006571,14,6,1,9.11111111111111
STNR006572,16,6,1,6.7
STNR006573,15,7,1,6.8
STNR006574,17,8,1,5.956521739130435
STNR006575,15,6,1,7.947368421052632
STNR006576,1,0,0,
STNR006577,2,0,0,10.0
STNR006578,2,4,0,7.0
STNR006579,4,6,0,4.333333333333333
STNR006580,0,6,0,10.2
STNR006581,2,3,0,8.5
STNR006583,1,4,0,
STNR006584,1,8,0,8.333333333333334
STNR006585,0,4,0,
STNR006586,2,6,0,8.625
STNR006587,3,3,0,8.5
STNR006588,2,1,0,8.0
STNR006589,2,3,0,7.0
STNR006590,3,7,0,10.0
STNR006591,1,1,0,8.0
STNR006592,2,0,0,12.0
STNR006593,4,5,0,7.142857142857143
STNR006594,1,0,0,4.0
STNR006595,2,0,0,8.5
STNR006596,1,1,0,5.5
STNR006597,2,0,0,
STNR006598,1,0,0,12.0
STNR006599,1,0,0,4.0
STNR006600,1,0,0,12.0
STNR006601,2,0,0,0.0
STNR006602,1,0,0,12.0
STNR006603,1,0,0,7.0
STNR006604,1,0,0,10.0
STNR006605,1,0,0,12.0
STNR006606,1,2,0,6.0
STNR006607,1,0,0,12.0
STNR006608,1,0,0,12.0
STNR006609,2,2,0,2.0
STNR006610,1,0,0,10.0
STNR006611,1,0,0,10.0
STNR006612,1,0,0,12.0
STNR006613,2,1,0,8.5
STNR006614,1,1,0,8.5
STNR006615,1,0,0,4.0
STNR006616,1,0,0,12.0
STNR006617,1,0,0,10.0
STNR006618,1,0,0,12.0
STNR006619,1,0,0,12.0
STNR006620,1,0,0,12.0
STNR006621,1,0,0,12.0
STNR006622,1,5,0,8.6
STNR006623,1,0,0,7.0
STNR006624,1,0,0,12.0
STNR006625,1,0,0,12.0
STNR006626,1,2,0,11.0
STNR006627,1,1,0,12.0
STNR006628,1,1,0,8.5
STNR006629,1,5,0,10.666666666666666
STNR006630,1,0,0,12.0
STNR006631,1,1,0,10.0
STNR006632,2,0,0,7.0
STNR006633,1,0,0,12.0
STNR006634,1,0,0,7.0
STNR006635,1,1,0,8.5
STNR006636,1,1,0,7.0
STNR006637,1,2,0,10.0
STNR006638,1,1,0,10.0
STNR006639,0,1,0,
STNR006640,0,7,0,6.2
STNR006641,1,5,0,9.75
STNR006642,2,0,0,5.5
STNR006643,6,0,0,
STNR006644,3,0,0,3.5
STNR006645,2,0,0,
STNR006646,2,4,0,6.0
STNR006648,0,2,0,
STNR006649,2,4,0,9.0
STNR006652,0,2,0,
STNR006653,6,7,1,6.666666666666667
STNR006654,0,5,0,2.75
STNR006656,1,2,0,-3.0
STNR006659,1,1,0,0.0
STNR006660,1,4,0,4.0
STNR006661,0,5,0,8.6
STNR006662,2,2,0,8.25
STNR006664,3,0,0,1.0
STNR006665,6,1,0,7.0
STNR006666,7,2,0,4.0
STNR006667,2,0,0,4.0
STNR006668,6,1,0,6.0
STNR006669,1,0,0,
STNR006670,2,0,0,
STNR006671,2,0,0,
STNR006672,3,0,0,0.0
STNR006673,3,0,0,0.0
STNR006674,4,0,0,
STNR006685,0,4,0,9.5
STNR006686,0,1,0,10.0
STNR006856,2,1,0,8.666666666666666
STNR006871,0,2,0,12.0
STNR006873,0,1,0,
STNR006876,0,3,0,
STNR006878,0,4,0,
STNR006879,7,7,0,2.6666666666666665
STNR006880,5,4,0,7.0
STNR006881,7,3,0,8.5
STNR006882,7,4,0,5.454545454545454
STNR006883,7,3,0,8.7
STNR006884,8,3,0,3.8333333333333335
STNR007002,12,15,2,4.7368421052631575
STNR007004,0,1,0,10.0
STNR007076,12,5,1,8.0
STNR007077,11,5,1,10.4
STNR007078,11,5,1,8.266666666666667
STNR007079,11,5,1,7.933333333333334
STNR007080,11,5,1,9.333333333333334
STNR007081,12,5,1,5.0625
STNR007082,9,5,1,10.153846153846153
STNR007083,7,12,1,5.5
STNR007084,11,5,1,9.533333333333333
STNR007085,14,6,1,4.294117647058823
STNR007086,11,6,1,7.214285714285714
STNR007087,12,5,1,3.5
STNR007088,13,6,1,4.111111111111111
STNR007089,11,5,1,6.8
